id,mu_global,share,seq,FAO90,sand,silt,clay,usda_tex,ref_bd,bd,C,SOC
23830,27613,60,1,Dystric Cambisols,47,26,27,sandy clay loam,1.37,1.34,1.87,75.174
23831,27613,40,2,Haplic Acrisols,58,19,23,sandy clay loam,1.42,1.47,1.1,48.51
23832,27614,100,1,Dystric Cambisols,20,34,46,clay (light),1.24,1.03,0.76,23.484
23833,27615,70,1,Dystric Cambisols,14,49,37,silty clay loam,1.26,1.3,1.8,70.2
23834,27615,30,2,Haplic Alisols,31,46,23,loam,1.36,1.5,4.95,222.75
23835,27616,45,1,Humic Alisols,27,46,27,clay loam,1.33,1.27,4.15,158.115
23836,27616,35,2,Haplic Acrisols,13,32,55,clay (light),1.2,1.28,1.5,57.6
23837,27616,20,3,Dystric Cambisols,8,39,53,clay (light),1.2,1.28,2.93,112.512
23838,27617,45,1,Haplic Luvisols,55,29,16,sandy loam,1.46,1.35,0.8,32.4
23839,27617,30,2,Dystric Cambisols,64,25,11,sandy loam,1.54,1.35,1.11,44.955
23840,27617,25,3,Haplic Acrisols,27,37,36,clay loam,1.29,1.35,0.95,38.475
23841,27618,60,1,Eutric Fluvisols,23,60,17,silt loam,1.39,1.4,0.67,28.14
23842,27618,40,2,Eutric Vertisols,24,19,57,clay (light),1.22,1.25,0.5,18.75
23843,27619,40,1,Dystric Cambisols,41,42,17,loam,1.43,1.35,0.47,19.035
23844,27619,35,2,Dystric Vertisols,1,34,65,clay(heavy),1.15,1.1,5.71,188.43
23845,27619,25,3,Dystric Gleysols,2,62,36,silty clay loam,1.24,1.35,1.19,48.195
23846,27620,50,1,Eutric Cambisols,25,52,23,silt loam,1.35,1.3,1.51,58.89
23847,27620,25,2,Gleyic Luvisols,26,32,42,clay (light),1.27,1.24,1.66,61.752
23848,27620,25,3,Eutric Gleysols,5,48,47,silty clay,1.21,1.1,1.66,54.78
23849,27621,60,1,Eutric Regosols,12,47,41,silty clay,1.24,1.1,13.32,439.56
23850,27621,40,2,Umbric Leptosols,55,26,19,sandy loam,1.44,1.05,2.62,82.53
23851,27622,45,1,Dystric Cambisols,73,14,13,sandy loam,1.53,1.6,0.95,45.6
23852,27622,30,2,Haplic Alisols,71,15,14,sandy loam,1.51,1.5,1.85,83.25
23853,27622,25,3,Dystric Leptosols,53,26,21,sandy clay loam,1.42,1.55,0.75,34.875
23854,27623,40,1,Dystric Cambisols,53,28,19,sandy loam,1.43,1.47,0.93,41.013
23855,27623,30,2,Haplic Acrisols,64,21,15,sandy loam,1.49,1.47,0.59,26.019
23856,27623,30,3,Humic Cambisols,19,53,28,silty clay loam,1.31,1.33,1.43,57.057
23857,27624,100,1,Eutric Cambisols,17,29,54,clay (light),1.21,1.35,0.2,8.1
23858,27625,100,1,Haplic Lixisols,79,11,10,sandy loam,1.58,1.53,0.27,12.393
23859,27626,60,1,Eutric Cambisols,22,64,14,silt loam,1.42,1.3,0.35,13.65
23860,27626,40,2,Dystric Cambisols,53,28,19,sandy loam,1.43,1.47,0.93,41.013
23861,27627,100,1,Salic Fluviosls,6,23,71,clay(heavy),1.15,1.25,0.77,28.875
23862,27628,100,1,Eutric Cambisols,1,14,85,clay(heavy),1.11,1.08,0.93,30.132
23863,27629,85,1,Haplic Arenosols,89,6,5,sand,1.7,1.5,0.23,10.35
23864,27629,15,2,Haplic Luvisols,36,47,17,loam,1.42,1.38,0.56,23.184
23865,27630,100,1,Eutric Cambisols,32,10,58,clay (light),1.23,1.35,0.1,4.05
23866,27631,100,1,Vertic Cambisols,17,29,54,clay (light),1.21,1.32,0.23,9.108
23867,27632,100,1,Eutric Vertisols,1,5,94,clay(heavy),1.1,1.03,0.1,3.09
23868,27633,100,1,Haplic Luvisols,55,20,25,sandy clay loam,1.4,1.53,0.15,6.885
23869,27634,60,1,Dystric Cambisols,19,53,28,silty clay loam,1.31,1.3,0.79,30.81
23870,27634,40,2,Dystric Gleysols,5,65,30,silty clay loam,1.28,1.3,1.72,67.08
23871,27635,35,1,Eutric Cambisols,30,43,27,clay loam,1.34,1.3,3.05,118.95
23872,27635,25,2,Humic Cambisols,45,33,22,loam,1.4,1.3,2.6,101.4
23873,27635,40,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23874,27636,70,1,Dystric Cambisols,39,36,25,loam,1.37,1.4,2.34,98.28
23875,27636,30,2,Haplic Luvisols,42,37,21,loam,1.4,1.42,2.75,117.15
23876,27637,100,1,Haplic Kastanozems,5,54,41,silty clay,1.23,1.23,2.53,93.357
23877,27638,100,1,Eutric Regosols,65,29,6,sandy loam,1.63,1.5,0.55,24.75
23878,27639,100,1,Eutric Cambisols,3,62,35,silty clay loam,1.25,1.33,1.46,58.254
23879,27640,100,1,Calcaric Cambisols,39,37,24,loam,1.37,1.4,0.43,18.06
23880,27641,60,1,Haplic Luvisols,42,37,21,loam,1.4,1.38,2.75,113.85
23881,27641,40,2,Dystric Cambisols,36,36,28,clay loam,1.35,1.4,1.51,63.42
23882,27642,40,1,Humic Alisols,40,37,23,loam,1.38,1.37,1.93,79.323
23883,27642,35,2,Haplic Luvisols,35,36,29,clay loam,1.34,1.35,1.29,52.245
23884,27642,25,3,Eutric Leptosols,41,37,22,loam,1.39,1.39,3.5,145.95
23885,27643,50,1,Eutric Cambisols,8,65,27,silty clay loam,1.3,1.38,1.58,65.412
23886,27643,25,2,Eutric Gleysols,3,43,54,silty clay,1.19,1.1,1.8,59.4
23887,27643,25,3,Haplic Phaeozems,44,35,21,loam,1.4,1.3,1.96,76.44
23888,27644,70,1,Dystric Vertisols,9,27,64,clay(heavy),1.17,1.23,1.21,44.649
23889,27644,30,2,Dystric Gleysols,22,53,25,silt loam,1.33,1.41,3.68,155.664
23890,27645,65,1,Eutric Gleysols,8,50,42,silty clay,1.23,1.2,2.23,80.28
23891,27645,35,2,Eutric Vertisols,0,33,67,clay(heavy),1.15,1.1,0.95,31.35
23892,27646,45,1,Stagnic Luvisols,36,44,20,loam,1.39,1.3,0.61,23.79
23893,27646,30,2,Haplic Luvisols,20,60,20,silt loam,1.36,1.4,1.06,44.52
23894,27646,25,3,Eutric Vertisols,0,33,67,clay(heavy),1.15,1.1,0.95,31.35
23895,27647,45,1,Stagnic Luvisols,36,44,20,loam,1.39,1.3,0.61,23.79
23896,27647,30,2,Albic Plinthosols,37,56,7,silt loam,1.55,1.4,0.41,17.22
23897,27647,25,3,Eutric Vertisols,1,28,71,clay(heavy),1.14,1.1,3.17,104.61
23898,27648,60,1,Haplic Arenosols,93,2,5,sand,1.71,1.6,0.7,33.6
23899,27648,40,2,Albic Plinthosols,50,37,13,loam,1.48,1.32,0.88,34.848
23900,27649,55,1,Plinthic Acrisols,71,26,3,sandy loam,1.74,1.4,0.42,17.64
23901,27649,45,2,Ferralic Cambisols,90,5,5,sand,1.7,1.6,0.47,22.56
23902,27650,55,1,Eutric Gleysols,2,38,60,clay(heavy),1.17,1.14,1.2,41.04
23903,27650,45,2,Eutric Cambisols,2,68,30,silty clay loam,1.27,1.4,1.16,48.72
23904,27651,100,1,Calcic Luvisols,56,34,10,sandy loam,1.53,1.47,0.43,18.963
23905,27652,70,1,Plinthic Acrisols,41,22,37,clay loam,1.31,1.43,1.27,54.483
23906,27652,30,2,Ferralic Arenosols,94,3,3,sand,1.78,1.6,0.2,9.6
23907,27653,60,1,Eutric Cambisols,18,28,54,clay (light),1.21,1.28,0.33,12.672
23908,27653,40,2,Haplic Luvisols,60,16,24,sandy clay loam,1.41,1.5,0.64,28.8
23909,27654,70,1,Eutric Vertisols,16,20,64,clay(heavy),1.19,1.21,0.82,29.766
23910,27654,30,2,Haplic Luvisols,59,17,24,sandy clay loam,1.41,1.5,0.6,27
23911,27655,65,1,Eutric Vertisols,16,20,64,clay(heavy),1.19,1.21,0.79,28.677
23912,27655,35,2,Eutric Cambisols,28,34,38,clay loam,1.28,1.36,2.38,97.104
23913,27656,60,1,Eutric Vertisols,16,20,64,clay(heavy),1.19,1.21,0.87,31.581
23914,27656,40,2,Eutric Cambisols,18,28,54,clay (light),1.21,1.28,0.33,12.672
23915,27657,55,1,Dystric Cambisols,50,13,37,sandy clay,1.33,1.41,0.87,36.801
23916,27657,25,2,Eutric Regosols,66,16,18,sandy loam,1.47,1.53,0.32,14.688
23917,27657,20,3,Ferric Lixisols,37,33,30,clay loam,1.34,1.39,0.56,23.352
23918,27658,65,1,Calcaric Cambisols,39,37,24,loam,1.37,1.4,0.43,18.06
23919,27658,20,2,Haplic Luvisols,40,36,24,loam,1.38,1.41,0.73,30.879
23920,27658,15,3,Eutric Gleysols,48,30,22,loam,1.4,1.44,0.83,35.856
23921,27659,40,1,Thionic Gleysols,22,37,41,clay (light),1.26,1.25,7.58,284.25
23922,27659,30,2,Thionic Histosols,0,0,0,NaN,NaN,0.28,27.23,228.732
23923,27659,30,3,Fibric Histosols,0,0,0,NaN,NaN,0.1,29.67,89.01
23924,27660,70,1,Eutric Gleysols,2,27,71,clay(heavy),1.14,1.16,1.2,41.76
23925,27660,30,2,Eutric Cambisols,31,38,31,clay loam,1.32,1.37,1.56,64.116
23926,27661,60,1,Haplic Ferralsols,73,11,16,sandy loam,1.5,1.7,0.23,11.73
23927,27661,40,2,Haplic Acrisols,77,14,9,sandy loam,1.59,1.6,0.62,29.76
23928,27662,100,1,Haplic Luvisols,26,31,43,clay (light),1.26,1.3,2.03,79.17
23929,27663,60,1,Haplic Acrisols,70,18,12,sandy loam,1.53,1.6,0.44,21.12
23930,27663,40,2,Eutric Planosols,51,27,22,sandy clay loam,1.41,1.47,1.03,45.423
23931,27664,55,1,Haplic Ferralsols,74,12,14,sandy loam,1.52,1.7,0.23,11.73
23932,27664,45,2,Ferralic Arenosols,94,3,3,sand,1.78,1.7,0.17,8.67
23933,27665,60,1,Calcaric Arenosols,94,3,3,sand,1.78,1.7,0.17,8.67
23934,27665,40,2,Haplic Ferralsols,73,11,16,sandy loam,1.5,1.7,0.23,11.73
23935,27666,70,1,Eutric Gleysols,1,51,48,silty clay,1.2,1.28,3.49,134.016
23936,27666,30,2,Thionic Gleysols,16,47,37,silty clay loam,1.27,1.32,9.19,363.924
23937,27667,75,1,Eutric Gleysols,1,51,48,silty clay,1.2,1.28,3.49,134.016
23938,27667,25,2,Thionic Histosols,0,0,0,NaN,NaN,0.28,27.42,230.328
23939,27668,60,1,Luvic Arenosols,95,3,2,sand,1.85,1.66,0.31,15.438
23940,27668,40,2,Gleyic Acrisols,75,15,10,sandy loam,1.57,1.56,1.8,84.24
23941,27669,55,1,Gleyic Arenosols,74,22,4,sandy loam,1.7,1.56,0.86,40.248
23942,27669,45,2,Dystric Gleysols,66,19,15,sandy loam,1.49,1.51,0.93,42.129
23943,27670,70,1,Haplic Acrisols,35,33,32,clay loam,1.32,1.4,0.61,25.62
23944,27670,30,2,Humic Acrisols,70,7,23,sandy clay loam,1.44,1.57,1.91,89.961
23945,27671,60,1,Haplic Arenosols,90,2,8,sand,1.63,1.65,0.45,22.275
23946,27671,40,2,Dystric Gleysols,63,19,18,sandy loam,1.46,1.54,2.13,98.406
23947,27672,100,1,Geric Ferralsols,24,30,46,clay (light),1.25,1.34,1.27,51.054
23948,27673,100,1,Calcaric Cambisols,27,34,39,clay loam,1.28,1.35,0.55,22.275
23949,27674,55,1,Haplic Lixisols,76,7,17,sandy loam,1.5,1.54,0.76,35.112
23950,27674,45,2,Haplic Arenosols,98,1,1,sand,1.95,1.7,0.39,19.89
23951,27675,55,1,Haplic Acrisols,70,14,16,sandy loam,1.49,1.56,0.76,35.568
23952,27675,45,2,Dystric Leptosols,13,33,54,clay (light),1.2,1.34,1.2,48.24
23953,27676,60,1,Haplic Lixisols,51,12,37,sandy clay,1.33,1.44,0.9,38.88
23954,27676,40,2,Dystric Regosols,28,30,42,clay (light),1.27,1.35,1.02,41.31
23955,27677,60,1,Humic Acrisols,31,31,38,clay loam,1.29,1.38,1.09,45.126
23956,27677,40,2,Haplic Lixisols,51,12,37,sandy clay,1.33,1.44,0.93,40.176
23957,27678,60,1,Gleyic Acrisols,17,64,19,silt loam,1.37,1.39,0.77,32.109
23958,27678,40,2,Gleyic Arenosols,93,5,2,sand,1.84,1.67,1.27,63.627
23959,27679,60,1,Haplic Lixisols,69,6,25,sandy clay loam,1.43,1.54,0.37,17.094
23960,27679,40,2,Haplic Arenosols,93,4,3,sand,1.78,1.67,0.6,30.06
23961,27680,70,1,Dystric Leptosols,13,33,54,clay (light),1.2,1.34,1.2,48.24
23962,27680,30,2,Haplic Lixisols,43,17,40,clay (light),1.31,1.34,0.97,38.994
23963,27681,60,1,Dystric Regosols,74,13,13,sandy loam,1.53,1.55,1.02,47.43
23964,27681,40,2,Haplic Acrisols,52,17,31,sandy clay loam,1.36,1.4,1.16,48.72
23965,27682,65,1,Haplic Acrisols,36,20,44,clay (light),1.28,1.37,1.52,62.472
23966,27682,35,2,Xanthic Ferralsols,33,12,55,clay (light),1.24,1.29,1.82,70.434
23967,27683,60,1,Dystric Leptosols,13,33,54,clay (light),1.2,1.34,1.2,48.24
23968,27683,20,2,Haplic Acrisols,52,17,31,sandy clay loam,1.36,1.4,1.12,47.04
23969,27683,20,3,Haplic Lixisols,53,19,28,sandy clay loam,1.38,1.42,0.98,41.748
23970,27684,100,1,Haplic Lixisols,58,28,14,sandy loam,1.49,1.48,0.75,33.3
23971,27685,100,1,Dystric Leptosols,13,33,54,clay (light),1.2,1.34,1.2,48.24
23972,27686,40,1,Dystric Leptosols,19,40,41,clay (light),1.26,1.45,1.09,47.415
23973,27686,30,2,Umbric Regosols,81,12,7,loamy sand,1.64,1.25,1.83,68.625
23974,27686,30,3,Haplic Acrisols,35,36,29,clay loam,1.34,1.46,1.45,63.51
23975,27687,60,1,Humic Cambisols,46,29,25,loam,1.38,0.61,28.03,512.949
23976,27687,40,2,Dystric Leptosols,63,24,13,sandy loam,1.51,0.9,7.4,199.8
23977,27688,50,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
23978,27688,25,2,Eutric Cambisols,30,43,27,clay loam,1.34,1.3,3.05,118.95
23979,27688,25,3,Humic Cambisols,45,33,22,loam,1.4,1.3,2.6,101.4
23980,27689,60,1,Plinthic Acrisols,41,22,37,clay loam,1.31,1.43,1.27,54.483
23981,27689,40,2,Ferralic Arenosols,94,3,3,sand,1.78,1.6,0.2,9.6
23982,27690,70,1,Dystric Leptosols,13,33,54,clay (light),1.2,1.34,1.2,48.24
23983,27690,30,2,Haplic Acrisols,52,17,31,sandy clay loam,1.36,1.4,1.16,48.72
23984,27691,55,1,Calcaric Cambisols,39,37,24,loam,1.37,1.4,0.43,18.06
23985,27691,25,2,Haplic Luvisols,40,36,24,loam,1.38,1.41,0.73,30.879
23986,27691,20,3,Eutric Gleysols,48,30,22,loam,1.4,1.44,0.83,35.856
23987,27692,80,1,Eutric Cambisols,1,14,85,clay(heavy),1.11,1.08,0.93,30.132
23988,27692,20,2,Salic Fluviosls,6,23,71,clay(heavy),1.15,1.25,0.77,28.875
23989,27693,60,1,Humic Cambisols,46,29,25,loam,1.38,0.61,28.03,512.949
23990,27693,40,2,Dystric Leptosols,63,24,13,sandy loam,1.51,0.9,7.4,199.8
23991,27694,60,1,Haplic Acrisols,35,33,32,clay loam,1.32,1.4,0.61,25.62
23992,27694,40,2,Humic Acrisols,70,7,23,sandy clay loam,1.44,1.57,1.91,89.961
23993,27695,100,1,Dystric Cambisols,14,45,41,silty clay,1.25,1.28,1.03,39.552
23994,27696,70,1,Dystric Leptosols,13,33,54,clay (light),1.2,1.34,1.2,48.24
23995,27696,30,2,Umbric Regosols,74,11,15,sandy loam,1.51,1.34,0.78,31.356
23996,27697,100,1,Umbric Regosols,74,11,15,sandy loam,1.51,1.34,0.78,31.356
23997,27698,70,1,Umbric Regosols,74,11,15,sandy loam,1.51,1.34,0.78,31.356
23998,27698,30,2,Dystric Leptosols,13,33,54,clay (light),1.2,1.34,1.2,48.24
23999,27699,100,1,Dystric Leptosols,13,33,54,clay (light),1.2,1.34,1.2,48.24
24000,27700,70,1,Haplic Acrisols,52,17,31,sandy clay loam,1.36,1.4,1.16,48.72
24001,27700,30,2,Dystric Regosols,74,13,13,sandy loam,1.53,1.55,1.02,47.43
24002,27701,70,1,Haplic Acrisols,36,20,44,clay (light),1.28,1.37,1.52,62.472
24003,27701,30,2,Dystric Regosols,74,13,13,sandy loam,1.53,1.55,1.02,47.43
24004,27702,60,1,Haplic Acrisols,52,17,31,sandy clay loam,1.36,1.4,1.16,48.72
24005,27702,40,2,Dystric Regosols,74,13,13,sandy loam,1.53,1.55,1.02,47.43
24006,27703,100,1,Water bodies,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24007,27704,40,1,Luvic Kastanozems,32,38,30,clay loam,1.33,1.4,1.09,45.78
24008,27704,20,2,Luvic Phaeozems,32,28,40,clay (light),1.28,0.92,1.95,53.82
24009,27704,20,3,Haplic Luvisols,29,31,40,clay (light),1.28,1.33,2.5,99.75
24010,27704,20,4,Eutric Cambisols,38,27,35,clay loam,1.32,1.45,1.86,80.91
24011,27705,40,1,Luvic Kastanozems,32,38,30,clay loam,1.33,1.4,1.09,45.78
24012,27705,20,2,Luvic Phaeozems,32,28,40,clay (light),1.28,0.92,1.95,53.82
24013,27705,20,3,Haplic Luvisols,29,31,40,clay (light),1.28,1.33,2.5,99.75
24014,27705,20,4,Eutric Cambisols,38,27,35,clay loam,1.32,1.45,1.86,80.91
24015,27707,60,1,Mollic Leptosols,44,32,24,loam,1.38,1.11,1.67,55.611
24016,27707,20,2,Haplic Chernozems,25,48,27,clay loam,1.33,1.21,2.15,78.045
24017,27707,20,3,Luvic Chernozems,33,37,30,clay loam,1.33,1.24,1.8,66.96
24018,27708,70,1,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24019,27708,30,2,Luvic Chernozems,33,37,30,clay loam,1.33,1.24,1.8,66.96
24020,27709,90,1,Dunes & shift.sands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24021,27709,10,2,Haplic Solonchaks,50,28,22,loam,1.41,1.28,0.45,17.28
24022,27710,90,1,Dunes & shift.sands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24023,27710,10,2,Haplic Kastanozems,30,38,32,clay loam,1.31,1.29,1.16,44.892
24024,27711,70,1,Haplic Calcisols,43,32,25,loam,1.38,1.32,0.29,11.484
24025,27711,30,2,Luvic Calcisols,54,24,22,sandy clay loam,1.42,1.48,0.4,17.76
24026,27712,60,1,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24027,27712,30,2,Luvic Kastanozems,36,42,22,loam,1.38,1.24,1.21,45.012
24028,27712,10,3,Haplic Kastanozems,30,38,32,clay loam,1.31,1.29,1.16,44.892
24029,27713,70,1,Haplic Kastanozems,30,38,32,clay loam,1.31,1.29,1.16,44.892
24030,27713,30,2,Luvic Kastanozems,36,42,22,loam,1.38,1.24,1.21,45.012
24031,27714,90,1,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24032,27714,10,2,Luvic Chernozems,33,37,30,clay loam,1.33,1.24,1.8,66.96
24033,27715,90,1,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24034,27715,10,2,Eutric Fluvisols,44,33,23,loam,1.39,1.33,0.73,29.127
24035,27716,90,1,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24036,27716,10,2,Haplic Chernozems,25,48,27,clay loam,1.33,1.21,2.15,78.045
24037,27717,90,1,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24038,27717,10,2,Mollic Leptosols,44,32,24,loam,1.38,1.11,1.67,55.611
24039,27718,100,1,Haplic Kastanozems,30,38,32,clay loam,1.31,1.29,1.16,44.892
24040,27719,90,1,Mollic Gleysols,36,30,34,clay loam,1.32,1.29,1.63,63.081
24041,27719,10,2,Thionic Fluvisols,25,31,44,clay (light),1.26,1.11,2.19,72.927
24042,27720,50,1,Eutric Cambisols,45,31,24,loam,1.38,1.38,0.87,36.018
24043,27720,20,2,Umbric Leptosols,55,26,19,sandy loam,1.44,1.07,2.62,84.102
24044,27720,20,3,Chromic Cambisols,42,26,32,clay loam,1.34,1.31,0.93,36.549
24045,27720,10,4,Luvic Chernozems,33,37,30,clay loam,1.33,1.24,1.8,66.96
24046,27721,50,1,Glossic Chernozems,27,44,29,clay loam,1.32,1.22,1.89,69.174
24047,27721,30,2,Haplic Chernozems,25,48,27,clay loam,1.33,1.21,2.15,78.045
24048,27721,5,3,Dystric Fluvisols,52,27,21,sandy clay loam,1.42,1.35,0.67,27.135
24049,27721,5,4,Haplic Solonetz,47,27,26,sandy clay loam,1.38,1.51,0.62,28.086
24050,27721,5,5,Mollic Leptosols,44,32,24,loam,1.38,1.11,1.67,55.611
24051,27721,5,6,Haplic Greyzems,25,51,24,silt loam,1.35,1.33,1.33,53.067
24052,27722,60,1,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24053,27722,30,2,Mollic Leptosols,44,32,24,loam,1.38,1.11,1.67,55.611
24054,27722,10,3,Luvic Chernozems,33,37,30,clay loam,1.33,1.24,1.8,66.96
24055,27723,60,1,Haplic Kastanozems,30,38,32,clay loam,1.31,1.29,1.16,44.892
24056,27723,30,2,Luvic Kastanozems,36,42,22,loam,1.38,1.24,1.21,45.012
24057,27723,10,3,Haplic Solonetz,47,27,26,sandy clay loam,1.38,1.51,0.62,28.086
24058,27724,60,1,Glossic Chernozems,27,44,29,clay loam,1.32,1.22,1.89,69.174
24059,27724,30,2,Mollic Planosols,25,48,27,clay loam,1.33,1.31,1.69,66.417
24060,27724,10,3,Mollic Leptosols,44,32,24,loam,1.38,1.11,1.67,55.611
24061,27725,40,1,Luvic Chernozems,33,37,30,clay loam,1.33,1.24,1.8,66.96
24062,27725,20,2,Glossic Chernozems,27,44,29,clay loam,1.32,1.22,1.89,69.174
24063,27725,20,3,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24064,27725,10,4,Haplic Solonetz,47,27,26,sandy clay loam,1.38,1.51,0.62,28.086
24065,27725,10,5,Mollic Leptosols,44,32,24,loam,1.38,1.11,1.67,55.611
24066,27726,50,1,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24067,27726,35,2,Glossic Chernozems,27,44,29,clay loam,1.32,1.22,1.89,69.174
24068,27726,5,3,Luvic Chernozems,33,37,30,clay loam,1.33,1.24,1.8,66.96
24069,27726,5,4,Haplic Chernozems,25,48,27,clay loam,1.33,1.21,2.15,78.045
24070,27726,5,5,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
24071,27727,60,1,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
24072,27727,30,2,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24073,27727,10,3,Haplic Greyzems,25,51,24,silt loam,1.35,1.33,1.33,53.067
24074,27728,50,1,Gleyic Chernozems,31,39,30,clay loam,1.33,1.29,2.14,82.818
24075,27728,30,2,Eutric Fluvisols,44,33,23,loam,1.39,1.33,0.73,29.127
24076,27728,10,3,Glossic Chernozems,27,44,29,clay loam,1.32,1.22,1.89,69.174
24077,27728,10,4,Umbric Gleysols,41,31,28,clay loam,1.35,1.26,3.53,133.434
24078,27729,70,1,Mollic Gleysols,36,30,34,clay loam,1.32,1.29,1.63,63.081
24079,27729,30,2,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24080,27730,60,1,Glossic Chernozems,27,44,29,clay loam,1.32,1.22,1.89,69.174
24081,27730,30,2,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
24082,27730,10,3,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24083,27731,60,1,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24084,27731,30,2,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24085,27731,10,3,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
24086,27732,40,1,Glossic Chernozems,27,44,29,clay loam,1.32,1.22,1.89,69.174
24087,27732,40,2,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24088,27732,10,3,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
24089,27732,10,4,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24090,27733,70,1,Glossic Chernozems,27,44,29,clay loam,1.32,1.22,1.89,69.174
24091,27733,30,2,Haplic Chernozems,25,48,27,clay loam,1.33,1.21,2.15,78.045
24092,27734,50,1,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24093,27734,30,2,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
24094,27734,10,3,Gleyic Solonchaks,36,34,30,clay loam,1.33,1.39,0.38,15.846
24095,27734,10,4,Mollic Gleysols,36,30,34,clay loam,1.32,1.29,1.63,63.081
24096,27735,30,1,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
24097,27735,20,2,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24098,27735,20,3,Glossic Chernozems,27,44,29,clay loam,1.32,1.22,1.89,69.174
24099,27735,25,4,Mollic Gleysols,36,30,34,clay loam,1.32,1.29,1.63,63.081
24100,27735,5,5,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24101,27736,60,1,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
24102,27736,30,2,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24103,27736,10,3,Mollic Gleysols,36,30,34,clay loam,1.32,1.29,1.63,63.081
24104,27737,50,1,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24105,27737,30,2,Haplic Chernozems,25,48,27,clay loam,1.33,1.21,2.15,78.045
24106,27737,5,3,Luvic Chernozems,33,37,30,clay loam,1.33,1.24,1.8,66.96
24107,27737,5,4,Mollic Gleysols,36,30,34,clay loam,1.32,1.29,1.63,63.081
24108,27737,5,5,Luvic Phaeozems,32,36,32,clay loam,1.32,1.28,1.71,65.664
24109,27737,5,6,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24110,27738,90,1,Haplic Kastanozems,30,38,32,clay loam,1.31,1.29,1.16,44.892
24111,27738,10,2,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24112,27739,80,1,Cambic Arenosols,89,6,5,sand,1.7,1.53,0.27,12.393
24113,27739,10,2,Gleyic Solonetz,35,37,28,clay loam,1.34,1.32,0.7,27.72
24114,27739,10,3,Haplic Solonchaks,50,28,22,loam,1.41,1.28,0.45,17.28
24115,27740,70,1,Haplic Kastanozems,30,38,32,clay loam,1.31,1.29,1.16,44.892
24116,27740,20,2,Cambic Arenosols,89,6,5,sand,1.7,1.53,0.27,12.393
24117,27740,10,3,Mollic Gleysols,36,30,34,clay loam,1.32,1.29,1.63,63.081
24118,27741,80,1,Haplic Chernozems,25,48,27,clay loam,1.33,1.21,2.15,78.045
24119,27741,10,2,Calcic Chernozems,24,44,32,clay loam,1.3,1.21,1.75,63.525
24120,27741,10,3,Umbric Fluvisols,45,32,23,loam,1.39,1.03,2.5,77.25
24121,27742,40,1,Dystric Cambisols,43,33,24,loam,1.38,1.3,1.27,49.53
24122,27742,30,2,Umbric Leptosols,55,26,19,sandy loam,1.44,1.07,2.62,84.102
24123,27742,10,3,Eutric Podzoluvisols,56,37,7,sandy loam,1.59,1.43,0.84,36.036
